batch_id,store_id,sku_id,quantity_received,quantity_on_hand,received_date,expiry_date,current_price_inr,shelf_section
BAT-000565,STR-002,SKU-0039,25,25,2025-01-02,2025-01-06,78.5,Checkout Display
BAT-000658,STR-002,SKU-0070,55,55,2025-01-02,2025-05-06,103.5,Produce Rack
BAT-000676,STR-002,SKU-0076,22,22,2025-01-02,2025-02-14,138.0,Produce Rack
BAT-001026,STR-003,SKU-0042,64,64,2025-01-02,2025-01-07,30.5,Frozen
BAT-001140,STR-003,SKU-0080,72,72,2025-01-02,2025-03-11,143.0,Aisle-B
BAT-001215,STR-003,SKU-0105,68,68,2025-01-02,2025-12-03,198.5,Bulk Bins
BAT-001318,STR-003,SKU-0140,25,25,2025-01-02,2025-03-06,173.5,Frozen
BAT-001638,STR-004,SKU-0096,68,68,2025-01-02,2025-03-07,89.0,Refrigerated
BAT-002038,STR-005,SKU-0080,21,21,2025-01-02,2025-03-11,143.0,Checkout Display
BAT-002084,STR-005,SKU-0095,5,5,2025-01-02,2025-04-05,38.0,Aisle-A
BAT-002479,STR-006,SKU-0077,125,125,2025-01-02,2025-02-12,128.0,Produce Rack
BAT-002546,STR-006,SKU-0099,148,148,2025-01-02,2025-07-01,182.0,Aisle-A
BAT-002641,STR-006,SKU-0131,131,131,2025-01-02,2025-03-06,160.0,Frozen
BAT-000315,STR-001,SKU-0105,16,16,2025-01-03,2025-12-04,198.5,Produce Rack
BAT-000370,STR-001,SKU-0124,29,29,2025-01-03,2025-01-05,169.0,Aisle-A
BAT-000606,STR-002,SKU-0052,20,20,2025-01-03,2025-07-05,129.5,Frozen
BAT-001017,STR-003,SKU-0039,65,65,2025-01-03,2025-01-07,120.5,Bulk Bins
BAT-001030,STR-003,SKU-0044,24,24,2025-01-03,2025-01-10,151.5,Frozen
BAT-001257,STR-003,SKU-0119,59,59,2025-01-03,2025-01-05,574.5,Refrigerated
BAT-001571,STR-004,SKU-0074,61,61,2025-01-03,2025-04-30,98.5,Produce Rack
BAT-001668,STR-004,SKU-0106,38,38,2025-01-03,2026-05-08,192.0,Aisle-A
BAT-001706,STR-004,SKU-0119,59,59,2025-01-03,2025-01-05,574.5,Produce Rack
BAT-001719,STR-004,SKU-0123,70,70,2025-01-03,2025-01-06,356.0,Checkout Display
BAT-001744,STR-004,SKU-0132,26,26,2025-01-03,2025-03-31,118.5,Bulk Bins
BAT-002427,STR-006,SKU-0059,137,137,2025-01-03,2025-11-28,81.0,Aisle-A
BAT-002476,STR-006,SKU-0076,72,72,2025-01-03,2025-02-15,138.0,Aisle-A
BAT-000018,STR-001,SKU-0006,20,20,2025-01-04,2025-01-13,97.0,Refrigerated
BAT-000317,STR-001,SKU-0106,16,16,2025-01-04,2026-05-09,192.0,Aisle-A
BAT-000437,STR-001,SKU-0146,24,24,2025-01-04,2025-01-07,278.0,Aisle-B
BAT-000482,STR-002,SKU-0011,26,26,2025-01-04,2025-01-11,51.0,Bulk Bins
BAT-000780,STR-002,SKU-0110,38,38,2025-01-04,2025-10-31,214.0,Refrigerated
BAT-000813,STR-002,SKU-0121,74,74,2025-01-04,2025-01-06,232.5,Checkout Display
BAT-001417,STR-004,SKU-0023,21,21,2025-01-04,2025-01-06,67.0,Refrigerated
BAT-001433,STR-004,SKU-0028,29,29,2025-01-04,2025-01-07,80.5,Checkout Display
BAT-001564,STR-004,SKU-0072,74,74,2025-01-04,2025-03-01,92.0,Aisle-A
BAT-001616,STR-004,SKU-0089,64,64,2025-01-04,2025-03-18,74.0,Refrigerated
BAT-001755,STR-004,SKU-0135,54,54,2025-01-04,2025-01-30,85.5,Produce Rack
BAT-001777,STR-004,SKU-0143,38,38,2025-01-04,2025-02-14,49.0,Frozen
BAT-001834,STR-005,SKU-0012,21,21,2025-01-04,2025-01-13,95.0,Frozen
BAT-001837,STR-005,SKU-0013,24,24,2025-01-04,2025-01-10,103.0,Checkout Display
BAT-001953,STR-005,SKU-0051,8,8,2025-01-04,2025-07-28,164.0,Frozen
BAT-002117,STR-005,SKU-0106,30,30,2025-01-04,2026-05-09,192.0,Refrigerated
BAT-002509,STR-006,SKU-0087,71,71,2025-01-04,2025-06-07,44.0,Produce Rack
BAT-002552,STR-006,SKU-0101,149,149,2025-01-04,2025-09-04,176.0,Checkout Display
BAT-002664,STR-006,SKU-0138,134,134,2025-01-04,2025-02-16,119.0,Refrigerated
BAT-000237,STR-001,SKU-0079,14,14,2025-01-05,2025-05-24,91.5,Bulk Bins
BAT-000265,STR-001,SKU-0089,22,22,2025-01-05,2025-03-19,74.0,Checkout Display
BAT-000439,STR-001,SKU-0147,18,18,2025-01-05,2025-01-07,86.0,Frozen
BAT-000512,STR-002,SKU-0021,66,66,2025-01-05,2025-01-10,120.0,Aisle-B
BAT-000592,STR-002,SKU-0048,33,33,2025-01-05,2025-01-08,152.5,Frozen
BAT-000636,STR-002,SKU-0062,36,36,2025-01-05,2025-09-02,105.5,Checkout Display
BAT-000801,STR-002,SKU-0117,17,17,2025-01-05,2025-01-06,374.5,Bulk Bins
BAT-000808,STR-002,SKU-0120,22,22,2025-01-05,2025-01-07,545.0,Aisle-B
BAT-000891,STR-002,SKU-0147,58,58,2025-01-05,2025-01-07,86.0,Frozen
BAT-001119,STR-003,SKU-0073,61,61,2025-01-05,2025-06-25,135.5,Refrigerated
BAT-001161,STR-003,SKU-0087,39,39,2025-01-05,2025-06-08,59.5,Produce Rack
BAT-001366,STR-004,SKU-0006,72,72,2025-01-05,2025-01-14,97.0,Refrigerated
BAT-001577,STR-004,SKU-0076,59,59,2025-01-05,2025-02-17,138.0,Produce Rack
BAT-001600,STR-004,SKU-0084,72,72,2025-01-05,2025-06-25,57.0,Aisle-B
BAT-002098,STR-005,SKU-0100,15,15,2025-01-05,2026-06-09,106.0,Checkout Display
BAT-002107,STR-005,SKU-0103,21,21,2025-01-05,2025-10-10,162.0,Checkout Display
BAT-002113,STR-005,SKU-0105,13,13,2025-01-05,2025-12-06,198.5,Aisle-B
BAT-002245,STR-005,SKU-0149,20,20,2025-01-05,2025-12-26,116.5,Frozen
BAT-000476,STR-002,SKU-0009,38,38,2025-01-06,2025-01-12,128.5,Frozen
BAT-000562,STR-002,SKU-0038,24,24,2025-01-06,2025-01-11,142.5,Produce Rack
BAT-001229,STR-003,SKU-0110,47,47,2025-01-06,2025-11-02,214.0,Frozen
BAT-001520,STR-004,SKU-0057,35,35,2025-01-06,2025-11-24,105.5,Aisle-A
BAT-001623,STR-004,SKU-0091,26,26,2025-01-06,2025-04-15,41.0,Refrigerated
BAT-001698,STR-004,SKU-0116,71,71,2025-01-06,2025-01-09,500.0,Aisle-A
BAT-001704,STR-004,SKU-0118,60,60,2025-01-06,2025-01-09,327.0,Refrigerated
BAT-001715,STR-004,SKU-0122,64,64,2025-01-06,2025-01-09,216.0,Aisle-A
BAT-001962,STR-005,SKU-0054,20,20,2025-01-06,2025-10-15,98.0,Bulk Bins
BAT-002019,STR-005,SKU-0073,24,24,2025-01-06,2025-06-26,135.5,Aisle-B
BAT-002112,STR-005,SKU-0104,23,23,2025-01-06,2025-10-02,139.5,Bulk Bins
BAT-002282,STR-006,SKU-0011,107,107,2025-01-06,2025-01-13,51.0,Bulk Bins
BAT-002287,STR-006,SKU-0013,108,108,2025-01-06,2025-01-12,69.0,Refrigerated
BAT-002355,STR-006,SKU-0035,129,129,2025-01-06,2025-01-13,108.0,Bulk Bins
BAT-002398,STR-006,SKU-0050,43,43,2025-01-06,2025-07-24,121.0,Aisle-A
BAT-000089,STR-001,SKU-0030,17,17,2025-01-07,2025-01-11,58.5,Bulk Bins
BAT-000107,STR-001,SKU-0036,24,24,2025-01-07,2025-01-13,177.5,Frozen
BAT-000262,STR-001,SKU-0088,21,21,2025-01-07,2025-06-01,54.0,Aisle-B
BAT-000533,STR-002,SKU-0028,25,25,2025-01-07,2025-01-10,80.5,Refrigerated
BAT-000950,STR-003,SKU-0017,64,64,2025-01-07,2025-01-11,113.0,Bulk Bins
BAT-000989,STR-003,SKU-0030,65,65,2025-01-07,2025-01-11,58.5,Aisle-A
BAT-001123,STR-003,SKU-0075,40,40,2025-01-07,2025-06-15,103.5,Aisle-B
BAT-001245,STR-003,SKU-0115,21,21,2025-01-07,2025-01-08,311.5,Aisle-A
BAT-001305,STR-003,SKU-0135,55,55,2025-01-07,2025-02-02,108.0,Checkout Display
BAT-001420,STR-004,SKU-0024,66,66,2025-01-07,2025-01-11,119.5,Produce Rack
BAT-001626,STR-004,SKU-0092,52,52,2025-01-07,2025-04-28,64.5,Aisle-A
BAT-001691,STR-004,SKU-0114,56,56,2025-01-07,2025-01-08,342.0,Produce Rack
BAT-002004,STR-005,SKU-0068,16,16,2025-01-07,2025-03-03,150.0,Aisle-B
BAT-002118,STR-005,SKU-0106,5,5,2025-01-07,2026-05-12,192.0,Aisle-B
BAT-002177,STR-005,SKU-0126,15,15,2025-01-07,2025-01-10,208.0,Bulk Bins
BAT-002225,STR-005,SKU-0142,21,21,2025-01-07,2025-01-25,132.0,Frozen
BAT-002264,STR-006,SKU-0005,105,105,2025-01-07,2025-01-16,103.0,Frozen
BAT-002314,STR-006,SKU-0022,113,113,2025-01-07,2025-01-10,109.0,Produce Rack
BAT-002516,STR-006,SKU-0089,113,113,2025-01-07,2025-03-21,74.0,Checkout Display
BAT-002591,STR-006,SKU-0114,51,51,2025-01-07,2025-01-08,229.0,Frozen
BAT-002680,STR-006,SKU-0144,44,44,2025-01-07,2025-02-16,129.0,Frozen
BAT-000114,STR-001,SKU-0038,20,20,2025-01-08,2025-01-13,97.0,Refrigerated
BAT-000271,STR-001,SKU-0091,7,7,2025-01-08,2025-04-17,56.0,Aisle-A
BAT-000650,STR-002,SKU-0067,59,59,2025-01-08,2025-02-25,117.5,Refrigerated
BAT-000762,STR-002,SKU-0104,71,71,2025-01-08,2025-10-04,139.5,Aisle-B
BAT-000855,STR-002,SKU-0135,15,15,2025-01-08,2025-02-03,69.0,Refrigerated
BAT-000972,STR-003,SKU-0024,47,47,2025-01-08,2025-01-12,119.5,Refrigerated
BAT-001219,STR-003,SKU-0107,39,39,2025-01-08,2025-10-24,147.5,Checkout Display
BAT-001401,STR-004,SKU-0017,23,23,2025-01-08,2025-01-12,113.0,Bulk Bins
BAT-001429,STR-004,SKU-0027,60,60,2025-01-08,2025-01-10,52.5,Frozen
BAT-001496,STR-004,SKU-0049,39,39,2025-01-08,2025-08-11,129.0,Frozen
BAT-001570,STR-004,SKU-0074,61,61,2025-01-08,2025-05-05,98.5,Aisle-A
BAT-001793,STR-004,SKU-0148,69,69,2025-01-08,2025-02-26,113.0,Refrigerated
BAT-002150,STR-005,SKU-0117,14,14,2025-01-08,2025-01-09,374.5,Refrigerated
BAT-002249,STR-005,SKU-0150,23,23,2025-01-08,2025-01-13,75.0,Bulk Bins
BAT-002253,STR-006,SKU-0001,148,148,2025-01-08,2025-01-13,58.0,Aisle-B
BAT-002299,STR-006,SKU-0017,67,67,2025-01-08,2025-01-12,113.0,Checkout Display
BAT-002498,STR-006,SKU-0083,101,101,2025-01-08,2025-04-09,60.5,Frozen
BAT-002542,STR-006,SKU-0098,117,117,2025-01-08,2026-01-20,156.5,Bulk Bins
BAT-002558,STR-006,SKU-0103,75,75,2025-01-08,2025-10-13,162.0,Frozen
BAT-002561,STR-006,SKU-0104,83,83,2025-01-08,2025-10-04,139.5,Produce Rack
BAT-000321,STR-001,SKU-0107,22,22,2025-01-09,2025-10-25,110.5,Checkout Display
BAT-000480,STR-002,SKU-0010,46,46,2025-01-09,2025-01-16,75.5,Refrigerated
BAT-000525,STR-002,SKU-0025,57,57,2025-01-09,2025-01-11,80.0,Checkout Display
BAT-000736,STR-002,SKU-0096,60,60,2025-01-09,2025-03-14,89.0,Bulk Bins
BAT-000785,STR-002,SKU-0112,68,68,2025-01-09,2025-08-14,152.0,Checkout Display
BAT-000948,STR-003,SKU-0016,45,45,2025-01-09,2025-01-17,110.5,Bulk Bins
BAT-000983,STR-003,SKU-0028,72,72,2025-01-09,2025-01-12,80.5,Frozen
BAT-001205,STR-003,SKU-0102,39,39,2025-01-09,2025-12-22,176.5,Frozen
BAT-001459,STR-004,SKU-0037,75,75,2025-01-09,2025-01-13,157.0,Produce Rack
BAT-001479,STR-004,SKU-0043,57,57,2025-01-09,2025-01-15,76.0,Refrigerated
BAT-001487,STR-004,SKU-0046,49,49,2025-01-09,2025-01-14,140.5,Refrigerated
BAT-001835,STR-005,SKU-0012,20,20,2025-01-09,2025-01-18,95.0,Produce Rack
BAT-001884,STR-005,SKU-0028,18,18,2025-01-09,2025-01-12,80.5,Checkout Display
BAT-001987,STR-005,SKU-0063,8,8,2025-01-09,2025-09-09,168.0,Frozen
BAT-002155,STR-005,SKU-0119,11,11,2025-01-09,2025-01-11,367.5,Frozen
BAT-002189,STR-005,SKU-0130,27,27,2025-01-09,2025-03-05,70.5,Aisle-A
BAT-002200,STR-005,SKU-0134,11,11,2025-01-09,2025-03-11,135.5,Aisle-A
BAT-002207,STR-005,SKU-0136,26,26,2025-01-09,2025-04-04,167.5,Bulk Bins
BAT-002404,STR-006,SKU-0052,53,53,2025-01-09,2025-07-11,129.5,Checkout Display
BAT-002453,STR-006,SKU-0068,46,46,2025-01-09,2025-03-05,93.0,Aisle-A
BAT-002614,STR-006,SKU-0122,60,60,2025-01-09,2025-01-12,216.0,Produce Rack
BAT-002652,STR-006,SKU-0134,135,135,2025-01-09,2025-03-11,103.0,Produce Rack
BAT-000556,STR-002,SKU-0036,61,61,2025-01-10,2025-01-16,126.0,Produce Rack
BAT-000588,STR-002,SKU-0046,29,29,2025-01-10,2025-01-15,140.5,Bulk Bins
BAT-000621,STR-002,SKU-0057,77,77,2025-01-10,2025-11-28,110.0,Checkout Display
BAT-000991,STR-003,SKU-0031,52,52,2025-01-10,2025-01-12,102.5,Aisle-B
BAT-000994,STR-003,SKU-0032,25,25,2025-01-10,2025-01-14,47.5,Checkout Display
BAT-001249,STR-003,SKU-0117,33,33,2025-01-10,2025-01-11,232.0,Produce Rack
BAT-001281,STR-003,SKU-0127,32,32,2025-01-10,2025-01-12,224.5,Checkout Display
BAT-001488,STR-004,SKU-0046,15,15,2025-01-10,2025-01-15,140.5,Bulk Bins
BAT-002145,STR-005,SKU-0115,7,7,2025-01-10,2025-01-11,311.5,Aisle-B
BAT-002153,STR-005,SKU-0118,10,10,2025-01-10,2025-01-13,327.0,Aisle-B
BAT-002184,STR-005,SKU-0128,10,10,2025-01-10,2025-01-11,226.5,Checkout Display
BAT-002338,STR-006,SKU-0030,80,80,2025-01-10,2025-01-14,44.0,Refrigerated
BAT-002433,STR-006,SKU-0061,57,57,2025-01-10,2025-08-25,139.5,Checkout Display
BAT-002588,STR-006,SKU-0113,53,53,2025-01-10,2025-01-11,411.0,Produce Rack
BAT-000404,STR-001,SKU-0135,16,16,2025-01-11,2025-02-06,108.0,Bulk Bins
BAT-000553,STR-002,SKU-0035,55,55,2025-01-11,2025-01-18,108.0,Checkout Display
BAT-000662,STR-002,SKU-0071,79,79,2025-01-11,2025-04-28,128.5,Checkout Display
BAT-000711,STR-002,SKU-0087,80,80,2025-01-11,2025-06-14,39.5,Bulk Bins
BAT-000787,STR-002,SKU-0113,19,19,2025-01-11,2025-01-12,411.0,Produce Rack
BAT-001019,STR-003,SKU-0040,61,61,2025-01-11,2025-01-18,28.5,Checkout Display
BAT-001066,STR-003,SKU-0056,41,41,2025-01-11,2025-09-21,156.5,Bulk Bins
BAT-001253,STR-003,SKU-0118,40,40,2025-01-11,2025-01-14,327.0,Checkout Display
BAT-001615,STR-004,SKU-0089,33,33,2025-01-11,2025-03-25,74.0,Frozen
BAT-002027,STR-005,SKU-0076,8,8,2025-01-11,2025-02-23,138.0,Produce Rack
BAT-002130,STR-005,SKU-0110,12,12,2025-01-11,2025-11-07,214.0,Checkout Display
BAT-002198,STR-005,SKU-0133,18,18,2025-01-11,2025-03-24,52.5,Refrigerated
BAT-002246,STR-005,SKU-0149,28,28,2025-01-11,2026-01-01,116.5,Frozen
BAT-002260,STR-006,SKU-0004,120,120,2025-01-11,2025-01-20,115.0,Aisle-A
BAT-002267,STR-006,SKU-0006,119,119,2025-01-11,2025-01-20,97.0,Aisle-B
BAT-002448,STR-006,SKU-0066,83,83,2025-01-11,2025-04-27,41.0,Aisle-A
BAT-002520,STR-006,SKU-0090,49,49,2025-01-11,2025-04-09,79.5,Checkout Display
BAT-002635,STR-006,SKU-0129,128,128,2025-01-11,2025-01-23,149.0,Frozen
BAT-002683,STR-006,SKU-0145,30,30,2025-01-11,2025-01-15,123.5,Bulk Bins
BAT-000162,STR-001,SKU-0054,18,18,2025-01-12,2025-10-21,98.0,Frozen
BAT-000212,STR-001,SKU-0071,21,21,2025-01-12,2025-04-29,99.0,Checkout Display
BAT-000371,STR-001,SKU-0124,6,6,2025-01-12,2025-01-14,169.0,Aisle-B
BAT-000430,STR-001,SKU-0144,26,26,2025-01-12,2025-02-21,103.0,Frozen
BAT-000686,STR-002,SKU-0079,23,23,2025-01-12,2025-05-31,91.5,Bulk Bins
BAT-000892,STR-002,SKU-0148,73,73,2025-01-12,2025-03-02,113.0,Frozen
BAT-001224,STR-003,SKU-0108,79,79,2025-01-12,2025-10-05,215.0,Aisle-B
BAT-001829,STR-005,SKU-0010,7,7,2025-01-12,2025-01-19,48.5,Frozen
BAT-002083,STR-005,SKU-0095,10,10,2025-01-12,2025-04-15,62.5,Aisle-A
BAT-002289,STR-006,SKU-0013,122,122,2025-01-12,2025-01-18,103.0,Aisle-B
BAT-002438,STR-006,SKU-0063,75,75,2025-01-12,2025-09-12,116.0,Aisle-B
BAT-002452,STR-006,SKU-0068,94,94,2025-01-12,2025-03-08,150.0,Checkout Display
BAT-002631,STR-006,SKU-0127,139,139,2025-01-12,2025-01-14,224.5,Frozen
BAT-000429,STR-001,SKU-0143,18,18,2025-01-13,2025-02-23,49.0,Aisle-A
BAT-000580,STR-002,SKU-0044,38,38,2025-01-13,2025-01-20,151.5,Checkout Display
BAT-000865,STR-002,SKU-0139,17,17,2025-01-13,2025-03-07,106.5,Checkout Display
BAT-000909,STR-003,SKU-0003,45,45,2025-01-13,2025-01-18,66.0,Produce Rack
BAT-000966,STR-003,SKU-0022,26,26,2025-01-13,2025-01-16,109.0,Aisle-B
BAT-001015,STR-003,SKU-0039,42,42,2025-01-13,2025-01-17,120.5,Produce Rack
BAT-001042,STR-003,SKU-0048,17,17,2025-01-13,2025-01-16,152.5,Checkout Display
BAT-001084,STR-003,SKU-0062,40,40,2025-01-13,2025-09-10,144.5,Checkout Display
BAT-001137,STR-003,SKU-0079,24,24,2025-01-13,2025-06-01,61.5,Refrigerated
BAT-001416,STR-004,SKU-0022,31,31,2025-01-13,2025-01-16,109.0,Aisle-A
BAT-001737,STR-004,SKU-0129,45,45,2025-01-13,2025-01-25,95.5,Aisle-B
BAT-001830,STR-005,SKU-0010,14,14,2025-01-13,2025-01-20,75.5,Checkout Display
BAT-002140,STR-005,SKU-0114,29,29,2025-01-13,2025-01-14,342.0,Produce Rack
BAT-002406,STR-006,SKU-0052,91,91,2025-01-13,2025-07-15,129.5,Refrigerated
BAT-002528,STR-006,SKU-0093,42,42,2025-01-13,2025-06-20,26.5,Aisle-B
BAT-000073,STR-001,SKU-0025,7,7,2025-01-14,2025-01-16,80.0,Bulk Bins
BAT-000414,STR-001,SKU-0138,25,25,2025-01-14,2025-02-26,119.0,Frozen
BAT-000560,STR-002,SKU-0037,78,78,2025-01-14,2025-01-18,103.5,Refrigerated
BAT-000772,STR-002,SKU-0108,48,48,2025-01-14,2025-10-07,215.0,Refrigerated
BAT-000807,STR-002,SKU-0119,77,77,2025-01-14,2025-01-16,574.5,Bulk Bins
BAT-000849,STR-002,SKU-0133,73,73,2025-01-14,2025-03-27,63.0,Aisle-B
BAT-000922,STR-003,SKU-0008,28,28,2025-01-14,2025-01-24,37.0,Aisle-B
BAT-001063,STR-003,SKU-0055,61,61,2025-01-14,2025-10-20,48.5,Produce Rack
BAT-001207,STR-003,SKU-0103,56,56,2025-01-14,2025-10-19,113.5,Aisle-A
BAT-001300,STR-003,SKU-0134,16,16,2025-01-14,2025-03-16,135.5,Frozen
BAT-001751,STR-004,SKU-0134,47,47,2025-01-14,2025-03-16,135.5,Aisle-A
BAT-001912,STR-005,SKU-0038,19,19,2025-01-14,2025-01-19,142.5,Produce Rack
BAT-001967,STR-005,SKU-0056,17,17,2025-01-14,2025-09-24,156.5,Frozen
BAT-002037,STR-005,SKU-0079,13,13,2025-01-14,2025-06-02,64.0,Frozen
BAT-002174,STR-005,SKU-0125,19,19,2025-01-14,2025-01-17,253.0,Aisle-B
BAT-002248,STR-005,SKU-0150,6,6,2025-01-14,2025-01-19,75.0,Aisle-A
BAT-002275,STR-006,SKU-0009,86,86,2025-01-14,2025-01-20,128.5,Produce Rack
BAT-002624,STR-006,SKU-0125,139,139,2025-01-14,2025-01-17,253.0,Checkout Display
BAT-000088,STR-001,SKU-0030,6,6,2025-01-15,2025-01-19,58.5,Frozen
BAT-000170,STR-001,SKU-0057,15,15,2025-01-15,2025-12-03,150.5,Frozen
BAT-000412,STR-001,SKU-0138,15,15,2025-01-15,2025-02-27,119.0,Aisle-A
BAT-000479,STR-002,SKU-0010,68,68,2025-01-15,2025-01-22,75.5,Aisle-B
BAT-000725,STR-002,SKU-0092,76,76,2025-01-15,2025-05-06,42.5,Aisle-B
BAT-000763,STR-002,SKU-0105,78,78,2025-01-15,2025-12-16,198.5,Refrigerated
BAT-000784,STR-002,SKU-0112,44,44,2025-01-15,2025-08-20,152.0,Bulk Bins
BAT-000797,STR-002,SKU-0116,48,48,2025-01-15,2025-01-18,500.0,Frozen
BAT-000899,STR-002,SKU-0150,71,71,2025-01-15,2025-01-20,49.0,Refrigerated
BAT-000934,STR-003,SKU-0012,80,80,2025-01-15,2025-01-24,95.0,Checkout Display
BAT-001291,STR-003,SKU-0131,53,53,2025-01-15,2025-03-19,160.0,Bulk Bins
BAT-001365,STR-004,SKU-0005,26,26,2025-01-15,2025-01-24,103.0,Aisle-B
BAT-001453,STR-004,SKU-0035,64,64,2025-01-15,2025-01-22,108.0,Frozen
BAT-001735,STR-004,SKU-0129,49,49,2025-01-15,2025-01-27,149.0,Checkout Display
BAT-001774,STR-004,SKU-0142,55,55,2025-01-15,2025-02-02,132.0,Bulk Bins
BAT-002056,STR-005,SKU-0086,12,12,2025-01-15,2025-06-27,88.0,Bulk Bins
BAT-002440,STR-006,SKU-0064,45,45,2025-01-15,2025-12-10,116.0,Aisle-A
BAT-002627,STR-006,SKU-0126,94,94,2025-01-15,2025-01-18,208.0,Checkout Display
BAT-002667,STR-006,SKU-0139,82,82,2025-01-15,2025-03-09,106.5,Bulk Bins
BAT-002682,STR-006,SKU-0144,146,146,2025-01-15,2025-02-24,129.0,Checkout Display
BAT-000081,STR-001,SKU-0027,15,15,2025-01-16,2025-01-18,52.5,Produce Rack
BAT-000125,STR-001,SKU-0042,10,10,2025-01-16,2025-01-21,30.5,Bulk Bins
BAT-000171,STR-001,SKU-0057,28,28,2025-01-16,2025-12-04,104.0,Checkout Display
BAT-000385,STR-001,SKU-0129,23,23,2025-01-16,2025-01-28,149.0,Checkout Display
BAT-000622,STR-002,SKU-0058,63,63,2025-01-16,2025-07-29,102.5,Checkout Display
BAT-000683,STR-002,SKU-0078,55,55,2025-01-16,2025-04-23,48.0,Aisle-A
BAT-000941,STR-003,SKU-0014,51,51,2025-01-16,2025-01-26,129.0,Frozen
BAT-001221,STR-003,SKU-0107,28,28,2025-01-16,2025-11-01,147.5,Produce Rack
BAT-001243,STR-003,SKU-0115,30,30,2025-01-16,2025-01-17,311.5,Aisle-B
BAT-001423,STR-004,SKU-0025,34,34,2025-01-16,2025-01-18,80.0,Bulk Bins
BAT-001517,STR-004,SKU-0056,36,36,2025-01-16,2025-09-26,156.5,Produce Rack
BAT-001556,STR-004,SKU-0069,20,20,2025-01-16,2025-03-20,59.5,Bulk Bins
BAT-001619,STR-004,SKU-0090,71,71,2025-01-16,2025-04-14,79.5,Bulk Bins
BAT-001624,STR-004,SKU-0092,37,37,2025-01-16,2025-05-07,64.5,Checkout Display
BAT-001630,STR-004,SKU-0094,37,37,2025-01-16,2025-06-11,53.0,Checkout Display
BAT-001889,STR-005,SKU-0030,20,20,2025-01-16,2025-01-20,58.5,Aisle-B
BAT-001906,STR-005,SKU-0036,29,29,2025-01-16,2025-01-22,177.5,Aisle-B
BAT-001909,STR-005,SKU-0037,16,16,2025-01-16,2025-01-20,157.0,Aisle-B
BAT-001949,STR-005,SKU-0050,10,10,2025-01-16,2025-08-03,76.0,Checkout Display
BAT-002135,STR-005,SKU-0112,11,11,2025-01-16,2025-08-21,152.0,Bulk Bins
BAT-002196,STR-005,SKU-0132,21,21,2025-01-16,2025-04-13,79.5,Produce Rack
BAT-002577,STR-006,SKU-0109,49,49,2025-01-16,2026-05-28,176.5,Frozen
BAT-002686,STR-006,SKU-0146,116,116,2025-01-16,2025-01-19,278.0,Frozen
BAT-000002,STR-001,SKU-0001,20,20,2025-01-17,2025-01-22,46.0,Checkout Display
BAT-000157,STR-001,SKU-0053,21,21,2025-01-17,2025-08-27,99.5,Frozen
BAT-000190,STR-001,SKU-0064,19,19,2025-01-17,2025-12-12,116.0,Refrigerated
BAT-000659,STR-002,SKU-0070,61,61,2025-01-17,2025-05-21,134.5,Aisle-B
BAT-000696,STR-002,SKU-0082,77,77,2025-01-17,2025-07-11,38.0,Aisle-B
BAT-000726,STR-002,SKU-0092,40,40,2025-01-17,2025-05-08,64.5,Bulk Bins
BAT-000843,STR-002,SKU-0131,57,57,2025-01-17,2025-03-21,160.0,Produce Rack
BAT-000932,STR-003,SKU-0011,46,46,2025-01-17,2025-01-24,51.0,Refrigerated
BAT-001788,STR-004,SKU-0146,38,38,2025-01-17,2025-01-20,278.0,Aisle-B
BAT-002064,STR-005,SKU-0088,20,20,2025-01-17,2025-06-11,54.0,Frozen
BAT-002492,STR-006,SKU-0081,97,97,2025-01-17,2025-04-05,58.5,Produce Rack
BAT-002646,STR-006,SKU-0132,97,97,2025-01-17,2025-04-14,118.5,Refrigerated
BAT-002661,STR-006,SKU-0137,119,119,2025-01-17,2025-03-22,98.5,Aisle-B
BAT-000019,STR-001,SKU-0007,28,28,2025-01-18,2025-01-25,92.0,Refrigerated
BAT-000047,STR-001,SKU-0016,8,8,2025-01-18,2025-01-26,110.5,Checkout Display
BAT-000177,STR-001,SKU-0059,28,28,2025-01-18,2025-12-13,80.0,Refrigerated
BAT-000304,STR-001,SKU-0102,7,7,2025-01-18,2025-12-31,176.5,Bulk Bins
BAT-001118,STR-003,SKU-0073,41,41,2025-01-18,2025-07-08,135.5,Bulk Bins
BAT-001620,STR-004,SKU-0090,68,68,2025-01-18,2025-04-16,57.0,Aisle-A
BAT-001739,STR-004,SKU-0130,19,19,2025-01-18,2025-03-14,70.5,Refrigerated
BAT-001836,STR-005,SKU-0012,7,7,2025-01-18,2025-01-27,95.0,Bulk Bins
BAT-001866,STR-005,SKU-0022,5,5,2025-01-18,2025-01-21,85.0,Checkout Display
BAT-002337,STR-006,SKU-0029,116,116,2025-01-18,2025-01-22,109.5,Refrigerated
BAT-002375,STR-006,SKU-0042,150,150,2025-01-18,2025-01-23,30.5,Aisle-B
BAT-002428,STR-006,SKU-0060,93,93,2025-01-18,2025-08-26,164.0,Refrigerated
BAT-002549,STR-006,SKU-0100,49,49,2025-01-18,2026-06-22,106.0,Checkout Display
BAT-002573,STR-006,SKU-0108,77,77,2025-01-18,2025-10-11,133.5,Produce Rack
BAT-002585,STR-006,SKU-0112,149,149,2025-01-18,2025-08-23,152.0,Aisle-A
