store_id,city,date,avg_temperature_c,precipitation_probability_pct,condition
STR-006,Pune,2025-01-14,24.8,3,sunny
STR-006,Pune,2025-01-15,24.1,1,sunny
STR-006,Pune,2025-01-16,24.2,6,sunny
STR-006,Pune,2025-01-17,25.0,4,sunny
STR-006,Pune,2025-01-18,24.2,15,sunny
STR-006,Pune,2025-01-19,23.9,4,sunny
STR-006,Pune,2025-01-20,25.2,7,sunny
STR-006,Pune,2025-01-21,24.6,4,sunny
STR-006,Pune,2025-01-22,27.3,9,sunny
STR-006,Pune,2025-01-23,21.0,9,sunny
STR-006,Pune,2025-01-24,26.6,0,sunny
STR-006,Pune,2025-01-25,26.9,15,sunny
STR-006,Pune,2025-01-26,21.9,6,sunny
STR-006,Pune,2025-01-27,24.5,3,sunny
STR-006,Pune,2025-01-28,24.4,2,sunny
STR-006,Pune,2025-01-29,22.9,0,sunny
STR-006,Pune,2025-01-30,23.8,4,sunny
STR-006,Pune,2025-01-31,23.3,3,sunny
STR-006,Pune,2025-02-01,28.0,3,sunny
STR-006,Pune,2025-02-02,26.8,7,sunny
STR-006,Pune,2025-02-03,27.3,6,sunny
STR-006,Pune,2025-02-04,26.5,3,sunny
STR-006,Pune,2025-02-05,23.7,15,sunny
STR-006,Pune,2025-02-06,24.6,0,sunny
STR-006,Pune,2025-02-07,26.1,14,sunny
STR-006,Pune,2025-02-08,23.6,12,sunny
STR-006,Pune,2025-02-09,26.5,1,sunny
STR-006,Pune,2025-02-10,25.0,3,sunny
STR-006,Pune,2025-02-11,24.8,9,sunny
STR-006,Pune,2025-02-12,26.5,12,sunny
STR-006,Pune,2025-02-13,26.1,15,sunny
STR-006,Pune,2025-02-14,24.9,5,sunny
STR-006,Pune,2025-02-15,27.1,7,sunny
STR-006,Pune,2025-02-16,23.8,8,sunny
STR-006,Pune,2025-02-17,26.3,14,sunny
STR-006,Pune,2025-02-18,26.3,3,sunny
STR-006,Pune,2025-02-19,24.9,13,sunny
STR-006,Pune,2025-02-20,25.9,4,sunny
STR-006,Pune,2025-02-21,23.5,0,sunny
STR-006,Pune,2025-02-22,26.8,5,sunny
STR-006,Pune,2025-02-23,25.1,4,sunny
STR-006,Pune,2025-02-24,24.6,7,sunny
STR-006,Pune,2025-02-25,27.0,5,sunny
STR-006,Pune,2025-02-26,24.3,6,sunny
STR-006,Pune,2025-02-27,23.3,15,sunny
STR-006,Pune,2025-02-28,23.1,15,sunny
STR-006,Pune,2025-03-01,27.4,14,sunny
STR-006,Pune,2025-03-02,24.6,14,sunny
STR-006,Pune,2025-03-03,29.1,26,sunny
STR-006,Pune,2025-03-04,23.4,8,sunny
STR-006,Pune,2025-03-05,29.0,23,sunny
STR-006,Pune,2025-03-06,26.8,20,sunny
STR-006,Pune,2025-03-07,26.4,16,sunny
STR-006,Pune,2025-03-08,25.7,26,sunny
STR-006,Pune,2025-03-09,27.1,13,sunny
STR-006,Pune,2025-03-10,26.4,17,sunny
STR-006,Pune,2025-03-11,28.2,17,sunny
STR-006,Pune,2025-03-12,26.7,27,sunny
STR-006,Pune,2025-03-13,26.7,30,cloudy
STR-006,Pune,2025-03-14,26.0,8,sunny
STR-006,Pune,2025-03-15,26.4,19,sunny
STR-006,Pune,2025-03-16,27.0,18,sunny
STR-006,Pune,2025-03-17,23.9,18,sunny
STR-006,Pune,2025-03-18,24.5,9,sunny
STR-006,Pune,2025-03-19,27.6,5,sunny
STR-006,Pune,2025-03-20,26.8,14,sunny
STR-006,Pune,2025-03-21,26.2,19,sunny
STR-006,Pune,2025-03-22,26.5,8,sunny
STR-006,Pune,2025-03-23,27.0,23,sunny
STR-006,Pune,2025-03-24,25.7,17,sunny
STR-006,Pune,2025-03-25,25.3,5,sunny
STR-006,Pune,2025-03-26,26.8,23,sunny
STR-006,Pune,2025-03-27,25.0,14,sunny
STR-006,Pune,2025-03-28,27.1,6,sunny
STR-006,Pune,2025-03-29,23.9,25,sunny
STR-006,Pune,2025-03-30,28.0,25,sunny
STR-006,Pune,2025-03-31,27.2,26,sunny
